uniprotcode,family_name_cache,species_name_cache,membrane_name_cache,species_id,family_id,superfamily_id,classtype_id,type_id,sequence_length,sequence_length_bin
Q40128_SOLLC,Plant defensins,Solanum lycopersicum,Secreted,s625,f158,sf58,c6,t2,105,100-300
CP21A_HUMAN,Cytochrome P450,Homo sapiens,Endoplasm. reticulum,s14,f52,sf39,c11,t1,495,300-500
DEFA1_HORSE,Vertebrate defensin,Equus caballus,Secreted,s142,f67,sf54,c3,t2,98,0-100
STP10_ARATH,Sugar porter family,Arabidopsis thaliana,Eykaryo. plasma,s246,f656,sf15,c1,t1,514,500-1000
ACES_BUNFA,Acetylcholinesterase-like,Bungarus fasciatus,Secreted,s634,f178,sf127,c5,t2,606,500-1000
A0A075B5G4_HUMIN,Cutinase-like,Humicola insolens,Secreted,s477,f186,sf127,c5,t2,194,100-300
A3FM73_RHICH,Fungal lipases,Rhizopus chinensis,Secreted,s635,f183,sf127,c5,t2,389,300-500
Q2TFW1_9PEZI,Acetylcholinesterase-like,Ophiostoma piceae,Secreted,s639,f178,sf127,c5,t2,549,500-1000
BACR1_HALWD,Microbial and algal rhodopsins,Haloquadratum walsbyi,Archaebac.,s640,f13,sf6,c1,t1,254,100-300
OPRM_MOUSE,"G-protein coupled receptors, family A",Mus musculus,Eykaryo. plasma,s52,f14,sf6,c1,t1,398,300-500
D0RMU8_9PROT,Voltage-gated calcium and sodium channels,Alpha proteobacterium,Gram-neg. inner,s641,f852,sf8,c1,t1,228,100-300
O86150_CAMJU,Lipid exporter family,Campylobacter jejuni,Gram-neg. inner,s106,f99,sf17,c1,t1,564,500-1000
Y964_NEIMB,Outer Membrane Receptor (OMR),Neisseria meningitidis,Gram-neg. outer,s24,f83,sf33,c2,t1,758,500-1000
GAP1_ORYSJ,C2 domain,Oryza sativa,Eykaryo. plasma,s286,f60,sf45,c3,t2,165,100-300
Q1J2S8_DEIGD,Sulfate permease,Deinococcus radiodurans,Gram-neg. inner,s513,f785,sf64,c1,t1,499,300-500
Q3IUY6_CERS4,Sulfate permease,Cereibacter sphaeroides,Gram-neg. inner,s31,f785,sf64,c1,t1,496,300-500
Q9KN88_VIBCH,Sulfate permease,Vibrio cholerae,Gram-neg. inner,s45,f785,sf64,c1,t1,553,500-1000
S26A5_RAT,Sulfate permease,Rattus norvegicus,Eykaryo. plasma,s54,f785,sf64,c1,t1,744,500-1000
Q7M9V0_WOLSU,Sulfate permease,Wolinella succinogenes,Gram-neg. inner,s46,f785,sf64,c1,t1,569,500-1000
BACR1_HALWC,Microbial and algal rhodopsins,Haloquadratum walsbyi,Archaebac.,s640,f13,sf6,c1,t1,254,100-300
GTR5_BOVIN,Sugar porter family,Bos taurus,Eykaryo. plasma,s6,f656,sf15,c1,t1,501,500-1000
GTR5_RAT,Sugar porter family,Rattus norvegicus,Eykaryo. plasma,s54,f656,sf15,c1,t1,502,500-1000
G1SNM3_RABIT,Transient receptor potential channels,Oryctolagus cuniculus,Eykaryo. plasma,s25,f682,sf8,c1,t1,817,500-1000
B7K2Q5_RIPO1,Lipoxygenases,Synechococcus sp.,Gram-neg. inner,s133,f104,sf80,c4,t2,668,500-1000
MNLOX_MAGO7,Lipoxygenases,Magnaporthe oryzae,Eykaryo. plasma,s653,f104,sf80,c4,t2,619,500-1000
A0A0D5YKR4_ACIBA,Outer membrane porin (Opr),Acinetobacter baumannii,Gram-neg. outer,s539,f259,sf182,c2,t1,426,300-500
A0A0D5YI36_ACIBA,Outer membrane porin (Opr),Acinetobacter baumannii,Gram-neg. outer,s539,f259,sf182,c2,t1,418,300-500
O2VC1_CONVC,Alpha-conotoxin-like,Conus victoriae,Secreted,s443,f212,sf148,c7,t3,103,100-300
O17J_CONGE,Conotoxin O1,Conus geographus ,Secreted,s431,f153,sf112,c3,t2,82,0-100
DEF32_ARATH,Plant defensins,Arabidopsis thaliana,Secreted,s246,f158,sf58,c6,t2,81,0-100
TRPV2_RAT,Transient receptor potential channels,Rattus norvegicus,Eykaryo. plasma,s54,f682,sf8,c1,t1,761,500-1000
E3U904_PROST,General Bacterial Porin (GBP),Providencia stuartii,Gram-neg. outer,s657,f42,sf31,c2,t1,374,300-500
E3U905_PROST,General Bacterial Porin (GBP),Providencia stuartii,Gram-neg. outer,s657,f42,sf31,c2,t1,365,300-500
ES1A_PELLE,Brevinin/gaegurin,Pelophylax lessonae,Secreted,s658,f401,sf211,c7,t3,46,0-100
DKTX_CYRSC,Long-chain scorpion toxins,Haplopelma schmidti,Secreted,s659,f71,sf58,c6,t2,79,0-100
CAR1_ARATH,C2 domain,Arabidopsis thaliana,Eykaryo. plasma,s246,f60,sf45,c3,t2,168,100-300
H9ZSC3_THETH,Microbial and algal rhodopsins,Thermus thermophilus,Gram-neg. inner,s43,f13,sf6,c1,t1,260,100-300
TIP21_ARATH,Major intrinsic protein (MIP) family,Arabidopsis thaliana,Vacuole,s246,f15,sf7,c1,t1,250,100-300
LOX15_PIG,Lipoxygenases,Sus scrofa,Eykaryo. plasma,s56,f104,sf80,c4,t2,663,500-1000
X0BTD8_FUSOX,Cutinase-like,Fusarium oxysporum,Secreted,s664,f186,sf127,c5,t2,230,100-300
MDLA_PENCY,Fungal lipases,Penicillium cyclopium,Secreted,s665,f183,sf127,c5,t2,305,300-500
DEF2_RAPSA,Plant defensins,Raphanus sativus,Secreted,s193,f158,sf58,c6,t2,80,0-100
CP51_CANGA,Cytochrome P450,Candida glabrata,Endoplasm. reticulum,s667,f52,sf39,c11,t1,533,500-1000
TRPV6_RAT,Transient receptor potential channels,Rattus norvegicus,Eykaryo. plasma,s54,f682,sf8,c1,t1,767,500-1000
W8VZW3_9FLAO,Microbial and algal rhodopsins,Nonlabens marinus,Gram-neg. inner,s671,f13,sf6,c1,t1,272,100-300
Q93K99_ENTCL,General Bacterial Porin (GBP),Enterobacter cloacae,Gram-neg. outer,s676,f42,sf31,c2,t1,363,300-500
LOXA_PSEAE,Lipoxygenases,Pseudomonas aeruginosa,Secreted,s28,f104,sf80,c4,t2,685,500-1000
Q6D8U4_PECAS,Outer Membrane Receptor (OMR),Pectobacterium atrosepticum,Gram-neg. outer,s678,f83,sf33,c2,t1,860,500-1000
GLL7_CHICK,Vertebrate defensin,Gallus gallus,Secreted,s11,f67,sf54,c3,t2,67,0-100
A0A1D5B387_SPHAL,"Lasso peptides, type 2",Sphingopyxis alaskensis,Undefined,s680,f219,sf155,c9,t3,21,0-100
POLG_DEN4D,Flavivirus glycoprotein,Dengue virus,Viral,s131,f147,sf109,c11,t1,3387,>2000
C3V005_9FLAV,Flavivirus glycoprotein,Dengue virus,Viral,s131,f147,sf109,c11,t1,3392,>2000
POLG_DEN3P,Flavivirus glycoprotein,Dengue virus,Viral,s131,f147,sf109,c11,t1,3390,>2000
Q80QJ9_WNV,Flavivirus glycoprotein,West Nile virus,Viral,s597,f147,sf109,c11,t1,426,300-500
POLG_WNV9,Flavivirus glycoprotein,West Nile virus,Viral,s597,f147,sf109,c11,t1,3433,>2000
POLG_JAEV1,Flavivirus glycoprotein,Japanese encephalitis virus,Viral,s684,f147,sf109,c11,t1,3432,>2000
POLG_STEVM,Flavivirus glycoprotein,St. louis encephalitis virus,Viral,s685,f147,sf109,c11,t1,3412,>2000
A0A0B4SHY9_9FLAV,Flavivirus glycoprotein,Dengue virus,Viral,s131,f147,sf109,c11,t1,557,500-1000
Q68Y26_9FLAV,Flavivirus glycoprotein,Dengue virus,Viral,s131,f147,sf109,c11,t1,3391,>2000
NTRK1_HUMAN,Protein tyrosine kinases,Homo sapiens,Eykaryo. plasma,s14,f264,sf186,c11,t1,796,500-1000
POLG_ZIKVF,Flavivirus glycoprotein,Zika virus,Viral,s692,f147,sf109,c11,t1,3423,>2000
A0A0X9QZM7_ZIKV,Flavivirus glycoprotein,Zika virus,Viral,s692,f147,sf109,c11,t1,3423,>2000
A0A0X8GJ44_ZIKV,Flavivirus glycoprotein,Zika virus,Viral,s692,f147,sf109,c11,t1,3423,>2000
SYT5_HUMAN,C2 domain,Homo sapiens,Vesicle,s14,f60,sf45,c3,t2,386,300-500
CCR9_HUMAN,"G-protein coupled receptors, family A",Homo sapiens,Eykaryo. plasma,s14,f14,sf6,c1,t1,369,300-500
A0A1B0XTC8_ZIKV,Flavivirus glycoprotein,Zika virus,Viral,s692,f147,sf109,c11,t1,3423,>2000
URP2_MOUSE,Pleckstrin-homology domain,Mus musculus,Eykaryo. plasma,s52,f62,sf49,c3,t2,665,500-1000
NTA_PSARE,Spider ion channel inhibitory toxins,Psalmopoeus cambridgei,Secreted,s280,f154,sf112,c3,t2,35,0-100
CP4B1_RABIT,Cytochrome P450,Oryctolagus cuniculus,Endoplasm. reticulum,s25,f52,sf39,c11,t1,506,500-1000
RET1_HUMAN,Fatty acid binding protein-like (n=10),Homo sapiens,Eykaryo. plasma,s14,f137,sf50,c3,t2,135,100-300
J7LF03_NOCAA,"Lasso peptides, type 2",Nocardiopsis alba,Secreted,s701,f219,sf155,c9,t3,46,0-100
O67184_AQUAE,Lipid exporter family,Aquifex aeolicus,Gram-neg. inner,s57,f99,sf17,c1,t1,564,500-1000
SCNA1_PERAM,Voltage-gated calcium and sodium channels,Periplaneta americana,Eykaryo. plasma,s704,f852,sf8,c1,t1,1553,1000-2000
COW2_CONVC,Alpha-conotoxin-like,Conus victoriae,Secreted,s443,f212,sf148,c7,t3,63,0-100
CP51_CANAL,Cytochrome P450,Candida albicans,Endoplasm. reticulum,s652,f52,sf39,c11,t1,528,500-1000
ACES_ANOGA,Acetylcholinesterase-like,Anopheles gambiae,Eykaryo. plasma,s376,f178,sf127,c5,t2,737,500-1000
PGLK_CAMJE,Lipid exporter family,Campylobacter jejuni,Gram-neg. inner,s106,f99,sf17,c1,t1,564,500-1000
CP51B_ASPFU,Cytochrome P450,Aspergillus fumigatus,Endoplasm. reticulum,s711,f52,sf39,c11,t1,524,500-1000
3SI1A_DENAN,Snake venom toxins,Dendroaspis angusticeps,Secreted,s467,f66,sf53,c3,t2,65,0-100
A7U483_DANRE,Cytochrome P450,Danio rerio,Endoplasm. reticulum,s129,f52,sf39,c11,t1,495,300-500
B7JX99_RIPO1,Lipoxygenases,Synechococcus sp.,Gram-neg. inner,s133,f104,sf80,c4,t2,569,500-1000
S5DM51_9ACTN,Microbial and algal rhodopsins,Candidatus actinomarina minuta,Gram-pos. inner,s717,f13,sf6,c1,t1,220,100-300
Q9VGM2_DROME,Fatty acid binding protein-like (n=10),Drosophila melanogaster,Nuclear inner,s50,f137,sf50,c3,t2,130,100-300
SYT1_MOUSE,C2 domain,Mus musculus,Vesicle,s52,f60,sf45,c3,t2,421,300-500
E0A9E1_DROME,Transient receptor potential channels,Drosophila melanogaster,Eykaryo. plasma,s50,f682,sf8,c1,t1,1732,1000-2000
M2_I40A0,Influenza virus matrix protein 2,Influenza A virus,Viral,s51,f263,sf185,c11,t1,97,0-100
VGP_EBOZ5,Juxtamembrane peptides of viral envelope glycoproteins,Zaire ebolavirus,Viral,s425,f439,sf277,c7,t3,676,500-1000
TX3_PARSR,Spider ion channel inhibitory toxins,Paraphysa scrofa,Secreted,s181,f154,sf112,c3,t2,34,0-100
PN3A_PAMNI,Spider ion channel inhibitory toxins,Pamphobeteus nigricolor,Secreted,s733,f154,sf112,c3,t2,35,0-100
MSBA_ECO57,Lipid exporter family,Escherichia coli,Gram-neg. inner,s9,f99,sf17,c1,t1,582,500-1000
SYT7_RAT,C2 domain,Rattus norvegicus,Eykaryo. plasma,s54,f60,sf45,c3,t2,403,300-500
NPC1_HUMAN,Patched family,Homo sapiens,Lysosome,s14,f812,sf16,c1,t1,1278,1000-2000
PA2B3_BOTAS,Vertebrate secretory phospholipase A2,Bothrops asper,Secreted,s312,f107,sf82,c4,t2,138,100-300
A0A2H4A2U9_NAEFO,Cytochrome P450,Naegleria fowleri,Endoplasm. reticulum,s737,f52,sf39,c11,t1,466,300-500
L0CKG3_ORENI,Pleurocidin,Oreochromis niloticus,Secreted,s739,f215,sf142,c7,t3,89,0-100
CP3A5_HUMAN,Cytochrome P450,Homo sapiens,Endoplasm. reticulum,s14,f52,sf39,c11,t1,502,500-1000
Q8PAS2_XANCP,Proton-dependent oligopeptide transporter (POT),Xanthomonas campestris,Gram-neg. inner,s271,f333,sf15,c1,t1,620,500-1000
Q8RUT8_CHLRE,Microbial and algal rhodopsins,Chlamydomonas reinhardtii,Eykaryo. plasma,s7,f13,sf6,c1,t1,737,500-1000
NRIP1_HUMAN,Transient receptor potential channels,Homo sapiens,Eykaryo. plasma,s14,f682,sf8,c1,t1,1158,1000-2000
TRPM4_MOUSE,Transient receptor potential channels,Mus musculus,Eykaryo. plasma,s52,f682,sf8,c1,t1,1213,1000-2000
U3JD03_FICAL,Transient receptor potential channels,Ficedula albicollis,Eykaryo. plasma,s744,f682,sf8,c1,t1,1115,1000-2000
G0QG75_NANS0,Microbial and algal rhodopsins,Nanosalina sp.,Archaebac.,s745,f13,sf6,c1,t1,228,100-300
A2ATX9_DANRE,Cytochrome P450,Danio rerio,Endoplasm. reticulum,s129,f52,sf39,c11,t1,519,500-1000
TRPV6_HUMAN,Transient receptor potential channels,Homo sapiens,Eykaryo. plasma,s14,f682,sf8,c1,t1,765,500-1000
TRPM4_HUMAN,Transient receptor potential channels,Homo sapiens,Eykaryo. plasma,s14,f682,sf8,c1,t1,1214,1000-2000
L0RVU0_VIBHA,General Bacterial Porin (GBP),Vibrio harveyi,Gram-neg. outer,s340,f42,sf31,c2,t1,375,300-500
CULP6_MYCTU,Cutinase-like,Mycobacterium tuberculosis,Secreted,s21,f186,sf127,c5,t2,336,300-500
TRPV5_RABIT,Transient receptor potential channels,Oryctolagus cuniculus,Eykaryo. plasma,s25,f682,sf8,c1,t1,730,500-1000
C5AR1_HUMAN,"G-protein coupled receptors, family A",Homo sapiens,Eykaryo. plasma,s14,f14,sf6,c1,t1,350,300-500
OMPU_VIBCH,General Bacterial Porin (GBP),Vibrio cholerae,Gram-neg. outer,s45,f42,sf31,c2,t1,341,300-500
TX22A_MACGS,Spider ion channel inhibitory toxins,Macrothele gigas,Secreted,s439,f154,sf112,c3,t2,46,0-100
LAM4_YEAST,STAR domain,Saccharomyces cerevisiae,Endoplasm. reticulum,s36,f197,sf138,c6,t2,1345,1000-2000
PA2GE_HUMAN,Vertebrate secretory phospholipase A2,Homo sapiens,Secreted,s14,f107,sf82,c4,t2,142,100-300
TXF1A_SCOMU,Short-chain scorpion toxins,Scolopendra subspinipes,Secreted,s749,f157,sf58,c6,t2,76,0-100
YSP2_YEAST,STAR domain,Saccharomyces cerevisiae,Endoplasm. reticulum,s36,f197,sf138,c6,t2,1438,1000-2000
PFEA_PSEAE,Outer Membrane Receptor (OMR),Pseudomonas aeruginosa,Gram-neg. outer,s28,f83,sf33,c2,t1,746,500-1000
5HT1B_HUMAN,"G-protein coupled receptors, family A",Homo sapiens,Eykaryo. plasma,s14,f14,sf6,c1,t1,390,300-500
KAX42_TITSE,Short-chain scorpion toxins,Tityus serrulatus,Secreted,s215,f157,sf58,c6,t2,57,0-100
KGX22_MESMA,Short-chain scorpion toxins,Mesobuthus martensii,Secreted,s279,f157,sf58,c6,t2,57,0-100
TXLB1_CYRSC,Spider ion channel inhibitory toxins,Haplopelma schmidti,Secreted,s659,f154,sf112,c3,t2,83,0-100
CTXI1_MESEU,Short-chain scorpion toxins,Mesobuthus eupeus,Secreted,s406,f157,sf58,c6,t2,36,0-100
KAX69_OPICA,Short-chain scorpion toxins,Opistophthalmus carinatus,Secreted,s753,f157,sf58,c6,t2,61,0-100
V4RMX4_9CAUL,"Lasso peptides, type 2",Asticcacaulis benevestitus,Secreted,s756,f219,sf155,c9,t3,45,0-100
A0A0B8ZWE6_9SPHN,"Lasso peptides, type 2",Novosphingobium subterraneum,Secreted,s757,f219,sf155,c9,t3,43,0-100
ENV_HV1W1,Juxtamembrane peptides of viral envelope glycoproteins,Human immunodeficiency virus type 1,Endosome,s157,f439,sf277,c7,t3,856,500-1000
TX1_SELPU,Spider ion channel inhibitory toxins,Selenotypus plumipes,Secreted,s762,f154,sf112,c3,t2,94,0-100
A0A0C2JEQ8_9ACTN,"Lasso peptides, type 2",Streptomonospora alba,Secreted,s765,f219,sf155,c9,t3,41,0-100
D5VKJ8_CAUST,"Lasso peptides, type 2",Caulobacter segnis,Secreted,s590,f219,sf155,c9,t3,37,0-100
TX1A_HETMC,Spider ion channel inhibitory toxins,Heteroscodra maculata,Secreted,s767,f154,sf112,c3,t2,35,0-100
A0A1S4NYG0_KLEPN,"Lasso peptides, type 2",Klebsiella pneumoniae,Secreted,s16,f219,sf155,c9,t3,19,0-100
A0A171DJY5_9ACTN,"Lasso peptides, type 2",Planomonospora sphaerica,Secreted,s769,f219,sf155,c9,t3,39,0-100
I0HM07_RUBGI,"Lasso peptides, type 2",Rubrivivax gelatinosus,Secreted,s770,f219,sf155,c9,t3,38,0-100
S14L3_HUMAN,CRAL/TRIO domain,Homo sapiens,Vesicle,s14,f172,sf121,c5,t2,400,300-500
Q1M0Y5_PERAM,"Retinol binding protein-like (n=8,S=12)",Periplaneta americana,Secreted,s704,f63,sf50,c3,t2,183,100-300
TRPC4_MOUSE,Transient receptor potential channels,Mus musculus,Eykaryo. plasma,s52,f682,sf8,c1,t1,974,500-1000
A0A0H3AME7_VIBC3,General Bacterial Porin (GBP),Vibrio cholerae,Gram-neg. outer,s45,f42,sf31,c2,t1,368,300-500
O86021_VIBCL,General Bacterial Porin (GBP),Vibrio cholerae,Gram-neg. outer,s45,f42,sf31,c2,t1,344,300-500
OMPU_VIBC3,General Bacterial Porin (GBP),Vibrio cholerae,Gram-neg. outer,s45,f42,sf31,c2,t1,341,300-500
TX2_CERMR,Spider ion channel inhibitory toxins,Ceratogyrus marshalli,Secreted,s772,f154,sf112,c3,t2,33,0-100
TX1_CERMR,Spider ion channel inhibitory toxins,Ceratogyrus marshalli,Secreted,s772,f154,sf112,c3,t2,33,0-100
U3N7D8_DANRE,Transient receptor potential channels,Danio rerio,Eykaryo. plasma,s129,f682,sf8,c1,t1,915,500-1000
TRPC3_HUMAN,Transient receptor potential channels,Homo sapiens,Eykaryo. plasma,s14,f682,sf8,c1,t1,921,500-1000
TMP2L_NEMVE,Transient receptor potential channels,Nematostella vectensis,Eykaryo. plasma,s776,f682,sf8,c1,t1,1551,1000-2000
TRPC6_HUMAN,Transient receptor potential channels,Homo sapiens,Eykaryo. plasma,s14,f682,sf8,c1,t1,931,500-1000
TPB_RANTE,Brevinin/gaegurin,Rana temporaria,Secreted,s403,f401,sf211,c7,t3,61,0-100
US28_HCMVT,"G-protein coupled receptors, family A",Human cytomegalovirus,Viral,s782,f14,sf6,c1,t1,354,300-500
A0A0K0PTR1_9PSED,Bacterial lipase,Pseudomonas sp.,Secreted,s259,f184,sf127,c5,t2,388,300-500
A0A1P8FCM7_KLEPN,General Bacterial Porin (GBP),Klebsiella pneumoniae,Gram-neg. outer,s16,f42,sf31,c2,t1,358,300-500
A0A0H3FYJ7_KLEAK,General Bacterial Porin (GBP),Klebsiella aerogenes,Gram-neg. outer,s785,f42,sf31,c2,t1,359,300-500
D6QLY0_KLEPN,General Bacterial Porin (GBP),Klebsiella pneumoniae,Gram-neg. outer,s16,f42,sf31,c2,t1,365,300-500
Q9ALY0_KLEAE,General Bacterial Porin (GBP),Klebsiella aerogenes,Gram-neg. outer,s785,f42,sf31,c2,t1,375,300-500
P78583_ASPOZ,Cutinase-like,Aspergillus oryzae,Secreted,s324,f186,sf127,c5,t2,306,300-500
Q8L1V2_GEOTH,Bacterial lipase,Geobacillus thermoleovorans,Secreted,s787,f184,sf127,c5,t2,416,300-500
PTC1_HUMAN,Patched family,Homo sapiens,Eykaryo. plasma,s14,f812,sf16,c1,t1,1447,1000-2000
TPL_RANTE,Brevinin/gaegurin,Rana temporaria,Secreted,s403,f401,sf211,c7,t3,13,0-100
NTA_AVIAU,Spider ion channel inhibitory toxins,Avicularia aurantiaca,Secreted,s764,f154,sf112,c3,t2,36,0-100
TRPM7_MOUSE,Transient receptor potential channels,Mus musculus,Eykaryo. plasma,s52,f682,sf8,c1,t1,1863,1000-2000
VP51_LYCMC,Short-chain scorpion toxins,Lychas mucronatus,Secreted,s793,f157,sf58,c6,t2,62,0-100
TRPV3_MOUSE,Transient receptor potential channels,Mus musculus,Eykaryo. plasma,s52,f682,sf8,c1,t1,791,500-1000
L1J207_GUITC,Microbial and algal rhodopsins,Guillardia theta,Eykaryo. plasma,s795,f13,sf6,c1,t1,438,300-500
3SIM1_DENAN,Snake venom toxins,Dendroaspis angusticeps,Secreted,s467,f66,sf53,c3,t2,66,0-100
3L21_NAJOX,Snake venom toxins,Naja oxiana,Secreted,s173,f66,sf53,c3,t2,73,0-100
3SAT_NAJAT,Snake venom toxins,Naja atra,Secreted,s53,f66,sf53,c3,t2,60,0-100
3SA1_NAJMO,Snake venom toxins,Naja mossambica,Secreted,s172,f66,sf53,c3,t2,60,0-100
3L23_NAJNA,Snake venom toxins,Naja naja,Secreted,s315,f66,sf53,c3,t2,71,0-100
M2_I96A0,Influenza virus matrix protein 2,Influenza A virus,Viral,s51,f263,sf185,c11,t1,97,0-100
TRPM2_DANRE,Transient receptor potential channels,Danio rerio,Eykaryo. plasma,s129,f682,sf8,c1,t1,1470,1000-2000
DEF1_HEUSA,Plant defensins,Heuchera sanguinea,Secreted,s797,f158,sf58,c6,t2,54,0-100
G7L736_MEDTR,Plant defensins,Medicago truncatula,Secreted,s798,f158,sf58,c6,t2,76,0-100
F2Z241_SACOF,Plant defensins,Saccharum officinarum,Secreted,s799,f158,sf58,c6,t2,71,0-100
SCP2_YARLI,Sterol carrier protein,Yarrowia lipolytica,Peroxisome,s335,f194,sf135,c6,t2,129,100-300
SNX27_HUMAN,PX domain,Homo sapiens,Endosome,s14,f70,sf57,c6,t2,541,500-1000
K7NSY9_HELAM,Sterol carrier protein,Helicoverpa armigera,Undefined,s800,f194,sf135,c6,t2,535,500-1000
DEFL1_CENLI,Invertebrate and fungal defensins,Centruroides limpidus,Secreted,s801,f72,sf58,c6,t2,56,0-100
ASTRA_MOUSE,STAR domain,Mus musculus,Eykaryo. plasma,s52,f197,sf138,c6,t2,722,500-1000
TRPV3_HUMAN,Transient receptor potential channels,Homo sapiens,Eykaryo. plasma,s14,f682,sf8,c1,t1,790,500-1000
Q76HJ9_ACIBA,Outer Membrane Receptor (OMR),Acinetobacter baumannii,Gram-neg. outer,s539,f83,sf33,c2,t1,725,500-1000
TX21_HADIN,Spider ion channel inhibitory toxins,Hadronyche infensa,Secreted,s150,f154,sf112,c3,t2,92,0-100
Q841A2_NEIME,Outer Membrane Receptor (OMR),Neisseria meningitidis,Gram-neg. outer,s24,f83,sf33,c2,t1,672,500-1000
CYPH1_SALMI,Cytochrome P450,Salvia miltiorrhiza,Endoplasm. reticulum,s804,f52,sf39,c11,t1,495,300-500
A0A0M7H8A9_ENTCL,General Bacterial Porin (GBP),Enterobacter cloacae,Gram-neg. outer,s676,f42,sf31,c2,t1,351,300-500
A0A0B9X9I7_ACIBA,General Bacterial Porin (GBP),Acinetobacter baumannii,Gram-neg. outer,s539,f42,sf31,c2,t1,434,300-500
PE2R4_HUMAN,"G-protein coupled receptors, family A",Homo sapiens,Eykaryo. plasma,s14,f14,sf6,c1,t1,488,300-500
EDNRB_HUMAN,"G-protein coupled receptors, family A",Homo sapiens,Eykaryo. plasma,s14,f14,sf6,c1,t1,442,300-500
PTC1_MOUSE,Patched family,Mus musculus,Eykaryo. plasma,s52,f812,sf16,c1,t1,1434,1000-2000
FIU_ECOLI,Outer Membrane Receptor (OMR),Escherichia coli,Gram-neg. outer,s9,f83,sf33,c2,t1,760,500-1000
C11B1_HUMAN,Cytochrome P450,Homo sapiens,Mitochon. inner,s14,f52,sf39,c11,t1,503,500-1000
Q8L435_CHLRE,Microbial and algal rhodopsins,Chlamydomonas reinhardtii,Eykaryo. plasma,s7,f13,sf6,c1,t1,712,500-1000
TX15_GRAPO,Spider ion channel inhibitory toxins,Grammostola porteri,Secreted,s813,f154,sf112,c3,t2,34,0-100
TRPM2_HUMAN,Transient receptor potential channels,Homo sapiens,Eykaryo. plasma,s14,f682,sf8,c1,t1,1503,1000-2000
DTPA_ECOLI,Proton-dependent oligopeptide transporter (POT),Escherichia coli,Gram-neg. inner,s9,f333,sf15,c1,t1,500,500-1000
EP300_HUMAN,Transient receptor potential channels,Homo sapiens,Eykaryo. plasma,s14,f682,sf8,c1,t1,2414,>2000
Q89806_9ALPH,Juxtamembrane peptides of viral envelope glycoproteins,Bovine alphaherpesvirus 1,Viral,s820,f439,sf277,c7,t3,96,0-100
TXNA1_OMOSC,Spider ion channel inhibitory toxins,Omothymus schioedtei,Secreted,s822,f154,sf112,c3,t2,33,0-100
G3XD89_PSEAE,Outer Membrane Receptor (OMR),Pseudomonas aeruginosa,Gram-neg. outer,s28,f83,sf33,c2,t1,723,500-1000
Q29SA6_ARAHA,Plant defensins,Arabidopsis halleri,Secreted,s824,f158,sf58,c6,t2,80,0-100
D104A_HUMAN,Vertebrate defensin,Homo sapiens,Secreted,s14,f67,sf54,c3,t2,72,0-100
DEF3_MESMA,Invertebrate and fungal defensins,Buthus sp.,Secreted,s826,f72,sf58,c6,t2,62,0-100
YNAI_ECO57,Small conductance mechanosensitive ion channels,Escherichia coli,Gram-neg. inner,s9,f19,sf11,c1,t1,343,300-500
D0E8G2_9RETR,Juxtamembrane peptides of viral envelope glycoproteins,Feline immunodeficiency virus,Viral,s829,f439,sf277,c7,t3,856,500-1000
I0YUS5_COCSC,Microbial and algal rhodopsins,Coccomyxa subellipsoidea,Eykaryo. plasma,s830,f13,sf6,c1,t1,304,300-500
FHUE_ECOLI,Outer Membrane Receptor (OMR),Escherichia coli,Gram-neg. outer,s9,f83,sf33,c2,t1,729,500-1000
W5RZ24_BLOTA,Invertebrate and fungal defensins,Blomia tropicalis,Secreted,s831,f72,sf58,c6,t2,70,0-100
A0A4V8H030_9SOLA,Plant defensins,Nicotiana occidentalis,Secreted,s833,f158,sf58,c6,t2,48,0-100
A0A4V8GZR4_9ROSI,Cyclotide,Rinorea virgata,Secreted,s834,f148,sf112,c3,t2,29,0-100
AQP10_HUMAN,Major intrinsic protein (MIP) family,Homo sapiens,Eykaryo. plasma,s14,f15,sf7,c1,t1,301,300-500
A0A0R5TVW3_9INFA,Influenza virus matrix protein 2,Influenza A virus,Viral,s51,f263,sf185,c11,t1,90,0-100
ASTRC_HUMAN,STAR domain,Homo sapiens,Endoplasm. reticulum,s14,f197,sf138,c6,t2,662,500-1000
C90B1_ARATH,Cytochrome P450,Arabidopsis thaliana,Endoplasm. reticulum,s246,f52,sf39,c11,t1,513,500-1000
V5UQK0_9CAUD,Cytochrome P450,Mycobacterium phage Adler,Secreted,s837,f52,sf39,c11,t1,471,300-500
MYOF_HUMAN,C2 domain,Homo sapiens,Eykaryo. plasma,s14,f60,sf45,c3,t2,2061,>2000
PA24A_CHICK,C2 domain,Gallus gallus,Vesicle,s11,f60,sf45,c3,t2,748,500-1000
PA2B2_PROFL,Vertebrate secretory phospholipase A2,Protobothrops flavoviridis,Secreted,s838,f107,sf82,c4,t2,138,100-300
A0A0R4IMY7,Transient receptor potential channels,Danio rerio,Eykaryo. plasma,s129,f682,sf8,c1,t1,1470,1000-2000
B1B1U5_9ARAC,"G-protein coupled receptors, family A",Hasarius adansoni,Eykaryo. plasma,s840,f14,sf6,c1,t1,372,300-500
Q603T8_METCA,Cytochrome P450,Methylococcus capsulatus,Gram-neg. inner,s19,f52,sf39,c11,t1,551,500-1000
FABH_ASCSU,Fatty acid binding protein-like (n=10),Ascaris suum,Secreted,s521,f137,sf50,c3,t2,163,100-300
