protein_name,subcellular_location,cellular_location,sequence_length
Q84JF0,Plastid,U,310
Q9ZP27,Plastid,S,578
Q9ZP20,Plastid,U,172
Q94AT5,Plastid,U,651
Q9ZW84,Plastid,S,256
Q93YN0,Plastid,M,187
Q8GWP5,Plastid,U,426
Q94FY8,Plastid,U,474
Q94JQ3,Plastid,U,529
Q94JQ4,Plastid,U,187
Q6ATB4,Plastid,U,583
Q9C9L4,Plastid,U,285
Q9SAC6,Plastid,U,1399
Q75HZ9,Plastid,U,403
Q8RXS1,Plastid,M,175
Q8SKU2,Plastid,M,534
Q96255,Plastid,U,430
Q69RJ0,Plastid,U,1615
Q8LBV4,Plastid,S,355
Q84K96,Plastid,U,369
Q9SVC4,Plastid,M,64
Q9LZP9,Plastid,U,131
Q9M001,Plastid,M,399
Q058N4,Plastid,M,459
P0C7R1,Plastid,U,239
Q93YW0,Plastid,U,684
Q9T0A4,Plastid,M,250
Q9C667,Plastid,S,611
Q9SIE1,Plastid,U,475
P68166,Plastid,U,97
P68164,Plastid,U,97
P68163,Plastid,U,97
P43188,Plastid,U,222
Q9STS7,Plastid,U,353
Q195N6,Plastid,S,426
Q42527,Plastid,U,275
Q9SYW8,Plastid,M,257
Q8GWE0,Plastid,U,702
Q9LLY4,Plastid,M,344
Q9LEW8,Plastid,U,326
Q8GXF8,Plastid,U,283
B6TRH4,Plastid,U,392
P48629,Plastid,M,447
Q7X6P3,Plastid,M,608
Q6ZY51,Plastid,U,1196
Q9SK50,Plastid,M,539
Q9LS03,Plastid,U,254
Q9LS02,Plastid,U,253
Q9LS01,Plastid,U,258
Q94A41,Plastid,U,887
P12113,Plastid,M,358
Q76FS5,Plastid,U,417
Q8VY09,Plastid,U,472
F4KHG6,Plastid,U,489
Q9FN52,Plastid,U,503
Q9S713,Plastid,M,562
F4JHA2,Plastid,U,884
Q9SR77,Plastid,S,309
P19407,Plastid,M,62
O48741,Plastid,M,401
Q7XB14,Plastid,M,408
Q84WN0,Plastid,U,427
P37272,Plastid,S,419
Q9LX31,Plastid,M,265
Q9LVY0,Plastid,S,456
P55217,Plastid,U,563
Q41932,Plastid,M,230
Q9LR75,Plastid,U,386
Q8LPR8,Plastid,M,871
Q9SJ02,Plastid,M,202
P29344,Plastid,U,411
Q9LZB8,Plastid,M,634
O23553,Plastid,U,548
Q9LRM7,Plastid,S,577
Q9FIG9,Plastid,M,801
Q75W17,Plastid,U,538
Q9ZVZ9,Plastid,U,199
Q9SI75,Plastid,U,783
Q9M7I9,Plastid,M,146
Q9FI56,Plastid,M,929
Q8H0W0,Plastid,M,358
Q8H0W1,Plastid,M,291
Q9LF50,Plastid,M,415
Q9LYA9,Plastid,S,406
Q8H124,Plastid,S,280
Q8LK93,Plastid,U,603
Q94AY1,Plastid,U,651
Q9C5W3,Plastid,U,985
Q8LIY8,Plastid,U,569
Q9FKW6,Plastid,M,360
Q93W20,Plastid,S,235
Q9FMW8,Plastid,U,354
Q9M1V3,Plastid,U,960
P07465,Plastid,M,98
Q8H103,Plastid,S,613
Q8GWS0,Plastid,U,174
O49292,Plastid,U,260
Q9C7I8,Plastid,U,188
P52032,Plastid,S,236
Q9C7I5,Plastid,U,189
Q9SRE0,Plastid,U,354
Q84Y95,Plastid,U,173
Q9FZ89,Plastid,S,123
O22870,Plastid,U,223
P60315,Plastid,U,450
Q9STW6,Plastid,S,718
Q9CA83,Plastid,U,646
Q3E9A0,Plastid,M,517
O82258,Plastid,S,246
Q8LCA1,Plastid,M,174
P82658,Plastid,U,229
Q9SCX9,Plastid,U,400
O82251,Plastid,M,208
Q9LI74,Plastid,M,1004
Q0WPT7,Plastid,S,352
Q9LW57,Plastid,S,284
Q38853,Plastid,U,182
Q8W493,Plastid,M,369
Q9LTX9,Plastid,S,718
O04130,Plastid,U,624
Q9FL87,Plastid,S,156
Q9SIF2,Plastid,S,780
Q94A03,Plastid,M,391
A7VLV2,Plastid,U,263
A7VLV1,Plastid,U,261
Q9ASS6,Plastid,M,259
Q41387,Plastid,M,137
P34802,Plastid,U,371
Q9SEU8,Plastid,S,186
P82538,Plastid,U,230
P93740,Plastid,U,280
Q9CAF2,Plastid,U,216
B9DFG3,Plastid,U,1171
Q9SJU4,Plastid,S,399
P42762,Plastid,S,945
Q9SJU9,Plastid,M,347
Q9LUW0,Plastid,U,886
Q9FJ82,Plastid,S,298
Q9MA15,Plastid,S,711
Q40406,Plastid,M,570
A1L4X0,Plastid,M,431
Q9ZST9,Plastid,M,252
Q9SJX7,Plastid,U,433
Q84KI6,Plastid,S,482
Q9LY74,Plastid,M,338
O23166,Plastid,M,261
Q9SL05,Plastid,M,133
P82163,Plastid,U,145
Q9ASX5,Plastid,S,540
O49505,Plastid,S,583
Q8GT66,Plastid,M,436
Q9STY4,Plastid,U,599
O65258,Plastid,U,542
O49562,Plastid,S,403
Q8GWA7,Plastid,M,349
P83523,Plastid,U,97
O22773,Plastid,U,216
Q9LN01,Plastid,U,741
P69242,Plastid,U,977
Q8RWL5,Plastid,M,452
Q9FYL3,Plastid,M,499
Q84ST4,Plastid,M,343
Q9ZU52,Plastid,S,391
Q9LE95,Plastid,U,352
Q8LEK4,Plastid,S,221
Q9M2W2,Plastid,U,292
Q9LS48,Plastid,U,316
P46312,Plastid,M,448
P10796,Plastid,M,181
P10795,Plastid,M,180
Q9SM43,Plastid,M,472
Q9SM44,Plastid,M,522
Q1KPV0,Plastid,M,912
O04921,Plastid,M,512
Q9SS38,Plastid,U,730
O22056,Plastid,U,572
Q9SY97,Plastid,M,273
O82741,Plastid,M,268
Q9FGS4,Plastid,U,718
Q43715,Plastid,M,809
Q8LEE8,Plastid,U,394
Q9FGS0,Plastid,U,289
O24163,Plastid,U,548
Q9LT69,Plastid,U,588
Q5M731,Plastid,U,522
Q9SRS3,Plastid,M,232
Q9XFH9,Plastid,S,185
Q8GZQ3,Plastid,U,922
F4IV66,Plastid,S,1001
F4J117,Plastid,U,591
Q9XFH8,Plastid,S,178
Q94A82,Plastid,U,438
Q6STH5,Plastid,S,532
Q9SD67,Plastid,M,802
Q94AL8,Plastid,M,225
Q9FVR6,Plastid,S,296
Q9M401,Plastid,U,413
Q9M158,Plastid,M,466
Q8W593,Plastid,S,350
Q6H6N5,Plastid,U,606
Q39102,Plastid,M,716
Q93Y07,Plastid,M,622
O78310,Plastid,U,216
Q84R11,Plastid,U,583
O81208,Plastid,M,110
Q9FYB5,Plastid,S,161
Q93VK5,Plastid,M,595
Q9ZUU4,Plastid,U,289
O49485,Plastid,U,603
Q5F4K8,Plastid,U,492
F4I0K2,Plastid,U,614
F4HVG8,Plastid,S,611
Q8RXA8,Plastid,U,235
B8XA41,Plastid,U,777
Q6DBN2,Plastid,U,234
Q9FZ47,Plastid,U,290
P19954,Plastid,S,302
P80471,Plastid,M,326
Q93ZC5,Plastid,U,254
Q8VY77,Plastid,M,91
Q9LQC0,Plastid,U,283
Q9FM68,Plastid,U,531
Q9FM67,Plastid,M,209
Q9C6Z1,Plastid,M,589
Q9SZC9,Plastid,M,949
Q6NPF9,Plastid,S,172
Q9SJZ7,Plastid,U,442
Q93WD2,Plastid,M,280
F4K2A1,Plastid,U,571
O22265,Plastid,S,373
Q9C8M2,Plastid,U,202
Q9FNH4,Plastid,U,227
P00300,Plastid,M,98
Q8VY16,Plastid,M,819
Q9LU64,Plastid,U,305
F4ICF4,Plastid,M,343
Q9SGH4,Plastid,M,220
Q94K75,Plastid,U,401
Q5IZC8,Plastid,M,396
Q7XA87,Plastid,M,308
Q9FK13,Plastid,M,272
F4IY62,Plastid,U,883
O22832,Plastid,S,401
P48529,Plastid,S,305
P48528,Plastid,S,305
F4I1G5,Plastid,M,226
Q9LTR2,Plastid,M,381
Q9SW33,Plastid,U,225
Q9ZS97,Plastid,U,557
P0DKC4,Plastid,U,362
Q8RWG2,Plastid,M,652
P0DKC3,Plastid,U,362
O82660,Plastid,M,403
O49668,Plastid,M,214
Q8GT74,Plastid,M,241
Q9FIF7,Plastid,U,544
Q9XII1,Plastid,M,307
Q9FJW6,Plastid,U,798
Q8VXQ2,Plastid,U,479
P82277,Plastid,U,260
Q8GZR2,Plastid,M,496
O49931,Plastid,M,553
P42804,Plastid,M,543
Q6TBX7,Plastid,M,539
Q94BU1,Plastid,S,692
Q9FI46,Plastid,M,269
Q9SGA2,Plastid,U,361
O48722,Plastid,U,299
O48721,Plastid,U,321
Q84V18,Plastid,M,754
Q9FXE3,Plastid,U,258
Q9FK88,Plastid,U,617
Q38906,Plastid,M,313
Q9LZD0,Plastid,M,599
Q9C503,Plastid,M,354
Q8H112,Plastid,M,324
Q9SZ42,Plastid,M,323
Q8GXU8,Plastid,M,356
O24629,Plastid,U,502
Q9S7M0,Plastid,M,265
O24621,Plastid,U,571
O49290,Plastid,U,339
Q05753,Plastid,U,435
Q9FMD5,Plastid,M,447
O49196,Plastid,U,293
Q8H1Q1,Plastid,U,280
P34791,Plastid,S,260
Q9LXX5,Plastid,U,262
Q9MA46,Plastid,U,471
Q9ZTS2,Plastid,U,144
Q6ZH94,Plastid,U,595
Q9ZWM5,Plastid,M,645
Q9ZST4,Plastid,U,196
F4JVI3,Plastid,U,493
Q8GS60,Plastid,U,462
Q9LUD9,Plastid,U,360
Q9SN86,Plastid,S,403
O48917,Plastid,U,477
Q9FYT6,Plastid,S,715
P47924,Plastid,U,543
P27787,Plastid,U,150
Q9SX29,Plastid,S,159
Q42440,Plastid,U,275
Q9MAH3,Plastid,U,438
K7WIZ6,Plastid,U,623
P26956,Plastid,M,145
P0CV96,Plastid,U,580
Q8L6J1,Plastid,U,977
Q9CA67,Plastid,M,467
Q9AWA5,Plastid,U,1464
Q949U7,Plastid,S,234
Q96398,Plastid,U,322
Q04836,Plastid,U,329
P83455,Extracellular,S,62
Q9PSN1,Extracellular,S,66
Q9PSN6,Extracellular,S,62
P84818,Extracellular,S,42
P15226,Extracellular,S,84
Q01972,Extracellular,S,397
P84810,Extracellular,S,91
Q86AV4,Extracellular,S,238
Q8WQK0,Extracellular,S,65
Q84J95,Extracellular,S,97
P01420,Extracellular,S,61
D4AQ52,Extracellular,S,353
Q0VTU0,Extracellular,S,61
Q58T42,Extracellular,S,139
P84651,Extracellular,S,122
P07713,Extracellular,S,588
H2A0L7,Extracellular,S,754
H2A0L6,Extracellular,S,1135
H2A0L5,Extracellular,S,466
H2A0L4,Extracellular,S,468
H2A0L3,Extracellular,S,359
H2A0L2,Extracellular,S,348
H2A0L1,Extracellular,S,456
H2A0L0,Extracellular,S,492
P29717,Extracellular,S,438
H2A0L8,Extracellular,S,624
P83704,Extracellular,S,76
P29060,Extracellular,S,291
P0CT48,Extracellular,S,233
P02767,Extracellular,S,147
Q680I5,Extracellular,S,578
P01494,Extracellular,S,87
Q70PY2,Extracellular,S,190
Q61400,Extracellular,S,265
Q9BPH1,Extracellular,S,58
P91850,Extracellular,S,115
Q5EF78,Extracellular,S,223
C6EVG7,Extracellular,S,178
D3JXM1,Extracellular,S,59
P60237,Extracellular,S,63
D4ATR3,Extracellular,S,770
P27731,Extracellular,S,150
Q9C7N5,Extracellular,S,364
P01014,Extracellular,S,388
P01012,Extracellular,S,386
Q8N2S1,Extracellular,S,1624
Q09165,Extracellular,S,13100
Q8LG89,Extracellular,S,129
P15516,Extracellular,S,51
P24001,Extracellular,S,234
Q8T0W1,Extracellular,S,115
Q8T0W4,Extracellular,S,77
Q9UHF1,Extracellular,S,273
Q9FZA2,Extracellular,S,359
Q7T2X6,Extracellular,S,443
Q7T2X7,Extracellular,S,458
Q90ZI3,Extracellular,S,612
P86408,Extracellular,S,64
P04115,Extracellular,S,432
P86403,Extracellular,S,64
P86404,Extracellular,S,66
P86405,Extracellular,S,66
Q4U4T0,Extracellular,S,419
P86407,Extracellular,S,75
C6JUP2,Extracellular,S,88
C6JUP3,Extracellular,S,82
C6JUP1,Extracellular,S,84
P82140,Extracellular,S,66
D4B1R0,Extracellular,S,727
P45663,Extracellular,S,87
D4AL88,Extracellular,S,633
Q8W4J3,Extracellular,S,528
Q7T3J2,Extracellular,S,95
Q4QXT8,Extracellular,S,145
Q9PRI1,Extracellular,S,78
Q9NII5,Extracellular,S,58
Q9NII6,Extracellular,S,57
Q9NII7,Extracellular,S,60
P25518,Extracellular,S,65
P80703,Extracellular,S,186
P04824,Extracellular,S,471
D4AQ54,Extracellular,S,629
B3A0Q3,Extracellular,S,396
P15692,Extracellular,S,232
B3A0Q7,Extracellular,S,302
B3A0Q5,Extracellular,S,224
P81030,Extracellular,S,66
P81031,Extracellular,S,65
Q867F4,Extracellular,S,59
P55145,Extracellular,S,182
P50390,Extracellular,S,150
P13213,Extracellular,S,303
P38616,Extracellular,S,354
Q801X7,Extracellular,S,142
P12100,Extracellular,S,63
P62389,Extracellular,S,60
B6V9X0,Extracellular,S,633
Q56VR3,Extracellular,S,467
P84716,Extracellular,S,61
P84715,Extracellular,S,121
Q9PSM8,Extracellular,S,125
Q9PSM9,Extracellular,S,131
P81996,Extracellular,S,123
D4B1N9,Extracellular,S,564
A2VBC4,Extracellular,S,322
Q9GSA4,Extracellular,S,113
Q5A0X8,Extracellular,S,147
G0LWV9,Extracellular,S,68
Q9VA70,Extracellular,S,704
D4B0V1,Extracellular,S,878
Q90282,Extracellular,S,609
P61366,Extracellular,S,133
Q0VTT9,Extracellular,S,62
Q0VTT8,Extracellular,S,61
D4AQ27,Extracellular,S,687
R4J7Z9,Extracellular,S,400
Q13822,Extracellular,S,863
E0D877,Extracellular,S,564
H2A0K7,Extracellular,S,254
P83441,Extracellular,S,52
H2A0K8,Extracellular,S,349
Q8NJQ5,Extracellular,S,337
Q8MZJ8,Extracellular,S,178
P34073,Extracellular,S,74
P34074,Extracellular,S,71
P34075,Extracellular,S,61
P34076,Extracellular,S,62
Q4ZJM9,Extracellular,S,238
Q9W7J5,Extracellular,S,103
P29182,Extracellular,S,65
P29180,Extracellular,S,65
Q49AH0,Extracellular,S,187
P10460,Extracellular,S,62
P11997,Extracellular,S,772
P11995,Extracellular,S,816
Q9VD83,Extracellular,S,173
Q9W3W5,Extracellular,S,456
Q9BPI0,Extracellular,S,71
Q7TQ62,Extracellular,S,611
O48809,Extracellular,S,786
D2Y2D1,Extracellular,S,83
D2Y2D3,Extracellular,S,83
D2Y2D2,Extracellular,S,83
D2Y2D7,Extracellular,S,86
P17454,Extracellular,S,482
P05486,Extracellular,S,128
D8VPP5,Extracellular,S,364
P83997,Extracellular,S,68
P85247,Extracellular,S,129
Q969J5,Extracellular,S,263
O61705,Extracellular,S,84
A2AJ76,Extracellular,S,5100
D4AX35,Extracellular,S,643
D2X5V5,Extracellular,S,91
Q9PUB7,Extracellular,S,78
B3EWF2,Extracellular,S,85
P09036,Extracellular,S,80
B3EWF8,Extracellular,S,60
Q39176,Extracellular,S,168
Q9XEC4,Extracellular,S,508
Q8R1L8,Extracellular,S,198
P01493,Extracellular,S,87
P15502,Extracellular,S,786
P00992,Extracellular,S,93
P00995,Extracellular,S,79
D4AY02,Extracellular,S,226
P00998,Extracellular,S,56
P24014,Extracellular,S,1504
Q8GW72,Extracellular,S,506
B3A0R2,Extracellular,S,145
O46375,Extracellular,S,147
P85506,Extracellular,S,40
D4AXW3,Extracellular,S,399
P86419,Extracellular,S,66
Q2LMP1,Extracellular,S,352
D4ARW0,Extracellular,S,139
Q6H321,Extracellular,S,261
P82172,Extracellular,S,66
Q9V3D4,Extracellular,S,440
D4APQ6,Extracellular,S,404
Q9ZPE7,Extracellular,S,314
P86389,Extracellular,S,124
Q8BQB4,Extracellular,S,450
Q9VMD9,Extracellular,S,2188
Q6NUI6,Extracellular,S,762
P85059,Extracellular,S,46
Q25519,Extracellular,S,695
A0ZSK4,Extracellular,S,700
P86093,Extracellular,S,58
P86097,Extracellular,S,60
P86096,Extracellular,S,64
P86095,Extracellular,S,59
P86094,Extracellular,S,58
P60772,Extracellular,S,61
P60773,Extracellular,S,61
P86099,Extracellular,S,64
P60771,Extracellular,S,83
P60774,Extracellular,S,61
P60775,Extracellular,S,83
Q8T115,Extracellular,S,673
Q8T113,Extracellular,S,227
P19999,Extracellular,S,238
B3A0N5,Extracellular,S,554
P59368,Extracellular,S,82
D4ALV6,Extracellular,S,205
P67863,Extracellular,S,145
P67862,Extracellular,S,146
P67861,Extracellular,S,144
Q9WVL7,Extracellular,S,167
Q8J0I9,Extracellular,S,490
Q8MJF1,Extracellular,S,298
Q84WS0,Extracellular,S,774
Q8C6K9,Extracellular,S,2265
P86875,Extracellular,S,357
Q9HE18,Extracellular,S,353
P86871,Extracellular,S,262
P86870,Extracellular,S,225
P86872,Extracellular,S,260
Q8NIJ4,Extracellular,S,643
O15537,Extracellular,S,224
Q9VMR8,Extracellular,S,131
Q3L245,Extracellular,S,602
Q9QXT5,Extracellular,S,275
Q54PR9,Extracellular,S,416
Q7SZN0,Extracellular,S,1460
Q98SV1,Extracellular,S,367
Q6UY14,Extracellular,S,1074
P84011,Extracellular,S,58
P13582,Extracellular,S,392
P84012,Extracellular,S,54
P84014,Extracellular,S,55
P22977,Extracellular,S,138
O74288,Extracellular,S,510
P83893,Extracellular,S,64
P05017,Extracellular,S,153
Q6T5L0,Extracellular,S,238
P84631,Extracellular,S,65
P83942,Extracellular,S,110
X2JCV5,Extracellular,S,516
D4ANB6,Extracellular,S,508
P29268,Extracellular,S,348
P25680,Extracellular,S,65
P25683,Extracellular,S,60
Q8NJP6,Extracellular,S,382
Q00604,Extracellular,S,133
Q4VP10,Extracellular,S,91
P09486,Extracellular,S,303
Q9BPJ7,Extracellular,S,68
P10456,Extracellular,S,83
P10457,Extracellular,S,83
P10458,Extracellular,S,62
D4ARB1,Extracellular,S,726
P47001,Extracellular,S,227
P60234,Extracellular,S,65
Q01176,Extracellular,S,331
P84276,Extracellular,S,68
Q1HA14,Extracellular,S,128
M1JBC0,Extracellular,S,65
O76199,Extracellular,S,82
Q6PXP0,Extracellular,S,157
P0C7I2,Extracellular,S,47
K9MCH1,Extracellular,S,81
P01033,Extracellular,S,207
P01034,Extracellular,S,146
P01036,Extracellular,S,141
P01037,Extracellular,S,141
Q61114,Extracellular,S,474
F5CPD5,Extracellular,S,81
F5CPD6,Extracellular,S,83
F5CPD7,Extracellular,S,83
F5CPD8,Extracellular,S,81
F5CPD9,Extracellular,S,83
P49141,Extracellular,S,149
P49142,Extracellular,S,149
A2AJB7,Extracellular,S,192
Q5AAU5,Extracellular,S,1078
Q9HEZ1,Extracellular,S,408
Q9EQ21,Extracellular,S,83
P0DMT2,Extracellular,S,122
P01409,Extracellular,S,63
P35624,Extracellular,S,207
P0CAY6,Extracellular,S,90
Q9VBL6,Extracellular,S,75
Q9VBL7,Extracellular,S,40
Q6KF10,Extracellular,S,455
W0HJ53,Extracellular,S,216
Q08380,Extracellular,S,585
Q2VF17,Extracellular,S,240
Q9BSG0,Extracellular,S,188
P98064,Extracellular,S,704
Q9NPH9,Extracellular,S,171
I1S2K3,Extracellular,S,231
B9A8D7,Extracellular,S,85
P53616,Extracellular,S,420
Q8JFX7,Extracellular,S,103
Q6PRW6,Extracellular,S,353
G5EGH7,Extracellular,S,162
Q5S7A8,Extracellular,S,327
Q9PW19,Extracellular,S,103
Q9T0K5,Extracellular,S,760
D4ARV2,Extracellular,S,314
A0ZSK3,Extracellular,S,703
Q1ELV0,Extracellular,S,97
O57382,Extracellular,S,1019
O94813,Extracellular,S,1529
Q12562,Extracellular,S,221
F1NSM7,Extracellular,S,743
F8J2F2,Extracellular,S,88
Q13219,Extracellular,S,1627
Q76LU6,Extracellular,S,146
Q76LU5,Extracellular,S,146
P25682,Extracellular,S,63
P14612,Extracellular,S,89
P14613,Extracellular,S,62
P25687,Extracellular,S,81
Q1L6U9,Extracellular,S,139
O02350,Extracellular,S,433
P59938,Extracellular,S,57
P59939,Extracellular,S,43
B5A7N4,Extracellular,S,221
P60615,Extracellular,S,95
P60616,Extracellular,S,95
Q8K3I6,Extracellular,S,234
O09118,Extracellular,S,604
Q7Z1K3,Extracellular,S,194
M5A8F1,Extracellular,S,160
Q99PS8,Extracellular,S,525
Q2I2Q5,Extracellular,S,69
Q9UAH3,Extracellular,S,129
C0HJQ8,Extracellular,S,58
P0C929,Extracellular,S,132
A4QUT2,Extracellular,S,786
C0HJQ4,Extracellular,S,61
Q91401,Extracellular,S,203
Q7TMF5,Extracellular,S,413
P86110,Extracellular,S,70
P83904,Extracellular,S,47
O74168,Extracellular,S,937
C0HJC1,Extracellular,S,122
Q9I8M9,Extracellular,S,218
Q27J47,Extracellular,S,258
P81908,Extracellular,S,574
Q27J49,Extracellular,S,239
O35568,Extracellular,S,493
B5U6Y8,Extracellular,S,504
P84028,Extracellular,S,47
B5U6Y4,Extracellular,S,138
P83559,Extracellular,S,46
Q5Y4V8,Extracellular,S,71
Q54PA4,Extracellular,S,407
Q5Y4V6,Extracellular,S,73
Q5Y4V2,Extracellular,S,74
Q9Y0X6,Extracellular,S,200
P83952,Extracellular,S,50
B6V874,Extracellular,S,643
D4AUH6,Extracellular,S,605
P84281,Extracellular,S,48
Q9HFH0,Extracellular,S,223
Q9XZ63,Extracellular,S,173
D4AQA7,Extracellular,S,529
Q9P403,Extracellular,S,230
Q4VP09,Extracellular,S,94
Q4VP08,Extracellular,S,90
P84516,Extracellular,S,362
Q8T0W2,Extracellular,S,203
P07457,Extracellular,S,87
Q93243,Extracellular,S,765
P04196,Extracellular,S,525
P83377,Extracellular,S,206
P01592,Extracellular,S,159
P09230,Extracellular,S,454
P01023,Extracellular,S,1474
Q8BGU2,Extracellular,S,224
Q90Y12,Extracellular,S,181
P83084,Extracellular,S,145
P83083,Extracellular,S,144
P83081,Extracellular,S,144
P83080,Extracellular,S,144
Q670P5,Extracellular,S,352
D4AZ78,Extracellular,S,507
F5CPE6,Extracellular,S,84
F5CPE4,Extracellular,S,83
F5CPE3,Extracellular,S,74
F5CPE2,Extracellular,S,82
F5CPE0,Extracellular,S,80
Q6P253,Extracellular,S,517
Q00387,Extracellular,S,436
P68419,Extracellular,S,61
P68418,Extracellular,S,61
O18330,Extracellular,S,432
P83579,Extracellular,S,58
O49519,Extracellular,S,75
P68413,Extracellular,S,60
P68412,Extracellular,S,60
P68410,Extracellular,S,62
P68417,Extracellular,S,61
P68416,Extracellular,S,81
Q8TB73,Extracellular,S,568
P86471,Extracellular,S,40
Q68SA9,Extracellular,S,1657
W1I921,Extracellular,S,184
O73682,Extracellular,S,188
Q1ELU8,Extracellular,S,116
Q1ELU9,Extracellular,S,93
Q1ELU1,Extracellular,S,84
O02036,Extracellular,S,228
Q1ELU4,Extracellular,S,179
Q1ELU5,Extracellular,S,207
Q1ELU7,Extracellular,S,116
P06857,Extracellular,S,467
P19425,Extracellular,S,97
Q06ZW0,Extracellular,S,111
F8J2G3,Extracellular,S,81
F8J2G5,Extracellular,S,78
C9K4X8,Extracellular,S,116
A7WNV6,Extracellular,S,71
A7WNV5,Extracellular,S,78
Q5J6J3,Extracellular,S,775
Q2PGV8,Extracellular,S,361
P11159,Extracellular,S,194
P85258,Extracellular,S,129
P82935,Extracellular,S,86
D4AV98,Extracellular,S,209
P85253,Extracellular,S,129
P85254,Extracellular,S,129
P85255,Extracellular,S,129
P85256,Extracellular,S,129
P85257,Extracellular,S,129
P86406,Extracellular,S,66
P23776,Extracellular,S,448
A5JUY8,Extracellular,S,712
P0DL38,Extracellular,S,77
P07214,Extracellular,S,302
Q59X49,Extracellular,S,212
P40689,Extracellular,S,353
Q9D3J8,Extracellular,S,213
P61409,Extracellular,S,81
Q8I817,Extracellular,S,88
Q9I930,Extracellular,S,180
P86859,Extracellular,S,174
P82807,Extracellular,S,455
P86855,Extracellular,S,141
P86854,Extracellular,S,156
D4AIS9,Extracellular,S,245
Q2PE51,Extracellular,S,181
P86100,Extracellular,S,410
D4APE2,Extracellular,S,778
D4APE0,Extracellular,S,212
P85105,Extracellular,S,91
P13495,Extracellular,S,71
Q20930,Extracellular,S,509
Q9NZH7,Extracellular,S,164
Q96W72,Extracellular,S,208
Q3BER4,Extracellular,S,115
Q3BER3,Extracellular,S,128
E9Q7T7,Extracellular,S,748
P19958,Extracellular,S,60
P19959,Extracellular,S,81
Q6UX27-2,Extracellular,S,205
Q91053,Extracellular,S,262
Q9UJW2,Extracellular,S,476
P84032,Extracellular,S,128
P84031,Extracellular,S,58
P84034,Extracellular,S,48
Q5Y4U8,Extracellular,S,73
Q07092,Extracellular,S,1604
K9MCX0,Extracellular,S,79
P84614,Extracellular,S,65
P83560,Extracellular,S,105
P83561,Extracellular,S,79
Q5Y4U6,Extracellular,S,70
Q5Y4U7,Extracellular,S,70
Q6WIH4,Extracellular,S,649
Q6WIH3,Extracellular,S,633
Q6WIH1,Extracellular,S,643
P55332,Extracellular,S,225
P85212,Extracellular,S,42
Q6WIH8,Extracellular,S,633
P84293,Extracellular,S,650
C0HJB0,Extracellular,S,57
Q9VG09,Extracellular,S,429
Q9VG08,Extracellular,S,452
P83416,Extracellular,S,41
P29029,Extracellular,S,562
P85314,Extracellular,S,205
Q9NZK5,Extracellular,S,511
Q17UY8,Extracellular,S,69
U6A629,Extracellular,S,631
P04180,Extracellular,S,440
O94163,Extracellular,S,327
Q9FYE1,Extracellular,S,325
P83346,Extracellular,S,65
Q9I925,Extracellular,S,189
Q9I926,Extracellular,S,186
Q9I927,Extracellular,S,189
Q9I928,Extracellular,S,179
Q9I929,Extracellular,S,180
Q9Y6Y9,Extracellular,S,160
P0DKW9,Extracellular,S,79
Q2TJ95,Extracellular,S,277
C0K3N1,Extracellular,S,150
A2CKF7,Extracellular,S,86
A2CKF6,Extracellular,S,86
P53189,Extracellular,S,542
Q9BH73,Extracellular,S,70
P83558,Extracellular,S,121
P83493,Extracellular,S,380
P01471,Extracellular,S,61
D2Y2I3,Extracellular,S,83
Q09055,Extracellular,S,413
Q7Z5A8,Extracellular,S,133
Q7Z5A9,Extracellular,S,133
Q5Y4V3,Extracellular,S,74
P58846,Extracellular,S,65
Q6ZMM2,Extracellular,S,481
A8W7I5,Extracellular,S,514
Q9XYT4,Extracellular,S,128
Q1ELT9,Extracellular,S,88
Q8NJ73,Extracellular,S,380
P98133,Extracellular,S,2871
Q84UV8,Extracellular,S,274
D4AVJ0,Extracellular,S,332
P0DJ06,Extracellular,S,398
P0DJ08,Extracellular,S,75
P0C6A6,Extracellular,S,64
F8J2D7,Extracellular,S,108
A6MFK7,Extracellular,S,473
A6MFK5,Extracellular,S,88
A6MFK4,Extracellular,S,88
A6MFK8,Extracellular,S,471
B0Y6C5,Extracellular,S,765
Q90VW1,Extracellular,S,83
Q9VEG6,Extracellular,S,809
O02372,Extracellular,S,153
P0DL42,Extracellular,S,109
P0DL40,Extracellular,S,67
Q8IZI9,Extracellular,S,196
Q5AKU5,Extracellular,S,372
Q9VXN9,Extracellular,S,345
Q7Z1M0,Extracellular,S,1641
P80273,Extracellular,S,91
E7CLP2,Extracellular,S,83
D4AXL1,Extracellular,S,595
P19540,Extracellular,S,452
D0EXD3,Extracellular,S,92
P61365,Extracellular,S,132
Q2PAY4,Extracellular,S,83
Q9FLN0,Extracellular,S,374
Q9C9H5,Extracellular,S,484
P84197,Extracellular,S,44
P09228,Extracellular,S,141
P81792,Extracellular,S,90
Q42589,Extracellular,S,118
D4AK18,Extracellular,S,204
P22947,Extracellular,S,60
P69940,Extracellular,S,87
D4AV66,Extracellular,S,186
Q6FHJ7,Extracellular,S,346
B1P0S1,Extracellular,S,218
P47873,Extracellular,S,199
P86928,Extracellular,S,313
Q91516,Extracellular,S,258
Q86QT3,Extracellular,S,62
P40472,Extracellular,S,476
I1RII8,Extracellular,S,228
Q9BYJ0,Extracellular,S,223
P84756,Extracellular,S,55
P83403,Extracellular,S,63
P83400,Extracellular,S,60
